date,open,high,low,close,volume,ticker
2015-01-02,24.694242808494685,24.7053280720555,23.798607975015692,24.237558364868164,212818400,AAPL
2015-01-05,24.006992134117137,24.0868012739077,23.36852070716593,23.55474090576172,257142000,AAPL
2015-01-06,23.61904020350767,23.81634573368005,23.19560813201767,23.55696678161621,263188400,AAPL
2015-01-07,23.765354097730874,23.987045840028266,23.654508226582177,23.887285232543945,160423600,AAPL
2015-01-08,24.215392632840068,24.862732191341475,24.097894574706306,24.805091857910156,237458000,AAPL
2015-01-09,24.977999733362566,25.106581306246863,24.432638435105563,24.831684112548828,214798000,AAPL
2015-01-12,24.96247710525463,24.969127583509795,24.120049929266553,24.219810485839844,198603200,AAPL
2015-01-13,24.703103135568583,25.006821335803178,24.144440865044796,24.434856414794922,268367600,AAPL
2015-01-14,24.173259238412005,24.494711474568152,24.05354553692245,24.341745376586914,195826400,AAPL
2015-01-15,24.38608425431382,24.39938521357673,23.645634871541997,23.68110466003418,240056000,AAPL
2015-01-16,23.727656529493125,23.849587610976112,23.321960412602127,23.49709701538086,314053200,AAPL
2015-01-20,23.907226172730866,24.157738813931655,23.610160180441635,24.10231590270996,199599600,AAPL
2015-01-21,24.153307189951693,24.62107675709558,24.00255678407537,24.28632354736328,194303600,AAPL
2015-01-22,24.443720442092136,24.93365875835831,24.32400675479041,24.918140411376953,215185600,AAPL
2015-01-23,24.895975819904326,25.217428072632536,24.725272282705173,25.04672622680664,185859200,AAPL
2015-01-26,25.215212472533512,25.35266192991213,25.006823433030068,25.07332992553711,222460000,AAPL
2015-01-27,24.922571364835246,24.935874012088902,24.17103691285729,24.195423126220703,382274800,AAPL
2015-01-28,26.077589431824446,26.186219563325192,25.563264846801758,25.563264846801758,585908400,AAPL
2015-01-29,25.787173604889798,26.42342927258917,25.61868747113395,26.35913848876953,337745600,AAPL
2015-01-30,26.24829349247566,26.602999818446985,25.904670734938115,25.97339630126953,334982000,AAPL
2015-02-02,26.17070219145008,26.41899577815114,25.73396933307641,26.29928207397461,250956400,AAPL
2015-02-03,26.270464476118452,26.401261757431495,26.073159013253253,26.30371856689453,207662800,AAPL
2015-02-04,26.27046050218468,26.71606119188214,26.22833854748188,26.50545310974121,280598800,AAPL
2015-02-05,26.71244324385506,26.75918372529074,26.54106770476852,26.694639205932617,168984800,AAPL
2015-02-06,26.71244158799873,26.763632651229667,26.363012106960742,26.469844818115234,174826400,AAPL
2015-02-09,26.385267458693313,26.672376838687786,26.35855885909115,26.64566993713379,155559200,AAPL
2015-02-10,26.745825861171046,27.186508442480807,26.743601417936667,27.157573699951172,248034000,AAPL
2015-02-11,27.32450505252429,27.80302365774681,27.264412808170146,27.79412078857422,294247200,AAPL
2015-02-12,28.05674975412918,28.372795669606173,27.947692577307883,28.145776748657227,297898000,AAPL
2015-02-13,28.32827461584955,28.32827461584955,27.965491694253423,28.283761978149414,217088800,AAPL
2015-02-17,28.375015787666307,28.684384928549473,28.248152891669676,28.4506893157959,252609600,AAPL
2015-02-18,28.4061709325431,28.66212282958764,28.366108881718322,28.64876937866211,179566800,AAPL
2015-02-19,28.595356993921015,28.717769308178198,28.56197336098585,28.588680267333984,149449600,AAPL
2015-02-20,28.62651465154113,28.82237434387207,28.499653457078956,28.82237434387207,195793600,AAPL
2015-02-23,28.93811461207815,29.601362228393555,28.857990488247626,29.601362228393555,283896400,AAPL
2015-02-24,29.588001284379736,29.734896040236197,29.194057492254306,29.416624069213867,276912400,AAPL
2015-02-25,29.280862882102554,29.289767448381888,28.521909921395615,28.664352416992188,298846800,AAPL
2015-02-26,28.66434366665051,29.12728248504265,28.179150231547638,29.027128219604492,365150000,AAPL
2015-02-27,28.93365527325596,29.060519853426552,28.541939316766616,28.590904235839844,248059200,AAPL
2015-03-02,28.76673062394371,28.99597393092262,28.555293050994763,28.73111915588379,192386800,AAPL
2015-03-03,28.702188712404517,28.826825458437778,28.508553471298843,28.791213989257812,151265200,AAPL
2015-03-04,28.733349484334305,28.835728218754888,28.55974780762392,28.60870933532715,126665200,AAPL
2015-03-05,28.61761652931516,28.65545244734505,27.98997872615739,28.134647369384766,226068400,AAPL
2015-03-06,28.577552179150562,28.7934420686846,28.101261454083147,28.17693328857422,291368400,AAPL
2015-03-09,28.47961793705506,28.837951946679503,27.834174547989498,28.2971134185791,354114000,AAPL
2015-03-10,28.13464212997099,28.314920515992558,27.553743221625673,27.71176528930664,275426400,AAPL
2015-03-11,27.76518760312618,27.769638188666633,27.177611824964035,27.206544876098633,275756000,AAPL
2015-03-12,27.2221214408066,27.79856984189361,27.070776078556776,27.698413848876953,193450800,AAPL
2015-03-13,27.687280035357325,27.9098465923971,27.28220896946686,27.506999969482422,207309200,AAPL
2015-03-16,27.57154811064619,27.809694290161133,27.34675708098747,27.809694290161133,143497200,AAPL
2015-03-17,28.021140270775835,28.337184491538473,27.965498610864863,28.274866104125977,204092400,AAPL
2015-03-18,28.265956952446786,28.746701602291754,28.125740611932834,28.593130111694336,261083600,AAPL
2015-03-19,28.65544938106163,28.76673267962886,28.354984814539783,28.377241134643555,183238000,AAPL
2015-03-20,28.544166501534818,28.577550133156368,27.856436521356393,28.021135330200195,274780400,AAPL
2015-03-23,28.292668184343317,28.455140859366967,28.15912685938606,28.312698364257812,150838800,AAPL
2015-03-24,28.31714469021863,28.49742136566921,28.16802380179384,28.196958541870117,131369200,AAPL
2015-03-25,28.163585199322597,28.225903592078875,27.46027374267578,27.46027374267578,206620800,AAPL
2015-03-26,27.32227099534107,27.794111009129256,27.286659531180717,27.651668548583984,190291600,AAPL
2015-03-27,27.725121386932106,27.754054433731582,27.355661712679918,27.431333541870117,158184800,AAPL
2015-03-30,27.609391257270598,28.132422500558253,27.598262246500134,28.12574577331543,188398800,AAPL
2015-03-31,28.063421770066014,28.152448749647554,27.678382503094827,27.69396209716797,168362400,AAPL
2015-04-01,27.78076687320234,27.847537541865293,27.39795199537184,27.65390396118164,162485600,AAPL
2015-04-02,27.82750145758893,27.945461482762074,27.64054633045754,27.892045974731445,128880400,AAPL
2015-04-06,27.702863736107464,28.37946637364715,27.67170454934332,28.343854904174805,148776000,AAPL
2015-04-07,28.4084029400596,28.515233965620876,28.038943237758097,28.04561996459961,140049200,AAPL
2015-04-08,28.0100121603576,28.13242449531792,27.814154122469844,27.954370498657227,149316800,AAPL
2015-04-09,28.01001338483092,28.17248779124012,27.745160218232098,28.16803550720215,129936000,AAPL
2015-04-10,28.032258027219594,28.312692373019342,27.87868825289317,28.288209915161133,160752000,AAPL
2015-04-13,28.570876897035358,28.615392939431228,28.179160855071164,28.232576370239258,145460400,AAPL
2015-04-14,28.265958678402846,28.330503197261073,28.023361895360114,28.11016273498535,102098400,AAPL
2015-04-15,28.13464667828012,28.294893215067187,28.045619692477185,28.216995239257812,115881600,AAPL
2015-04-16,28.105712627727698,28.28821718902274,28.067876709689976,28.08123016357422,113476000,AAPL
2015-04-17,27.94324604675518,28.074559566752196,27.7006474939122,27.76519203186035,207828000,AAPL
2015-04-20,27.947688056895437,28.515231871372787,27.858661076767103,28.399497985839844,188217200,AAPL
2015-04-21,28.510784531304967,28.533039154983896,28.192512508213536,28.245929718017578,129740400,AAPL
2015-04-22,28.263731495340977,28.682156083705696,28.11461228384406,28.626514434814453,150618000,AAPL
2015-04-23,28.555295265520478,29.02713536756887,28.519683794698807,28.860210418701172,183083600,AAPL
2015-04-24,29.042712152399304,29.073871335508418,28.762276108321,28.9959716796875,178103600,AAPL
2015-04-27,29.447786651002964,29.630292895288548,29.189608576885387,29.52345848083496,387816800,AAPL
2015-04-28,29.926308024614418,29.94411036493817,28.837957432112898,29.05829620361328,475696000,AAPL
2015-04-29,28.9692683564137,29.287536952041226,28.55529436049829,28.630966186523438,253544400,AAPL
2015-04-30,28.630968807003697,28.630968807003697,27.72734890644295,27.854211807250977,332781600,AAPL
2015-05-01,28.065650005792723,28.96259489680037,27.88759773139169,28.69996452331543,234050400,AAPL
2015-05-04,28.822375405226378,29.06052330317985,28.546391591878752,28.64432144165039,203953200,AAPL
2015-05-05,28.521911828332453,28.588682495503758,27.99443001026383,27.998882293701172,197085600,AAPL
2015-05-06,28.168030598663822,28.21031879941125,27.455818101093367,27.82305335998535,288564000,AAPL
2015-05-07,27.885631387791218,28.17841268755224,27.718009170082315,27.995145797729492,175763600,AAPL
2015-05-08,28.312514986684672,28.522602081298828,28.185122147536905,28.522602081298828,222201600,AAPL
2015-05-11,28.47118896923365,28.50918292492606,28.077835066674922,28.23204803466797,168143200,AAPL
2015-05-12,28.071128599009672,28.357203525576022,27.896801797204617,28.131473541259766,192640000,AAPL
2015-05-13,28.194051025430465,28.426487319716653,28.131472351034375,28.162761688232422,138776800,AAPL
2015-05-14,28.47565865289466,28.819841384887695,28.419784589174334,28.819841384887695,180814000,AAPL
2015-05-15,28.846666876510024,28.94053490611256,28.65445993676693,28.779617309570312,152832000,AAPL
2015-05-18,28.692455210905617,29.21543571850021,28.687984330162653,29.096982955932617,203531600,AAPL
2015-05-19,29.208728417205545,29.25119325465269,28.97405664887513,29.070161819458008,178532800,AAPL
2015-05-20,29.054511455941448,29.27353681819189,28.90700311777437,29.067920684814453,145819600,AAPL
2015-05-21,29.07015627487437,29.418809848051335,29.01651595196952,29.365169525146484,158921600,AAPL
2015-05-22,29.412110659829,29.71829946014295,29.367408677354224,29.622194290161133,182384000,AAPL
2015-05-26,29.635610660932755,29.704893968093028,28.85784108371209,28.969589233398438,282790400,AAPL
2015-05-27,29.130514861082503,29.559627464774156,29.06570241694673,29.51045799255371,183332800,AAPL
